id_1,id_2,extend_card,recall_form
6,9,用户身份=练声入门者;目标进度=高音紧张气息不稳;音乐偏好=现场感强的摇滚;目标请求=点歌挑战指定歌曲要求用不含原词的方式示范副歌的起承转合并给出两条热身练习提示;是否碎片时间=否,被问到练声/高音时回指目标进度、目标请求
7,0,用户所在区域=东京台东区附近;目标请求=想找适合散步与拍照的街区氛围;禁聊话题=不想聊政治与投资,被问到地点/散步时回指用户所在区域、目标请求
7,1,用户所在区域=东京涩谷周边;当前状态=放学后想顺路逛一下;回复长度偏好=偏好短建议清单,被问到行程/顺路时回指用户所在区域、当前状态
7,2,用户出发地=大阪;来东京时间=周末两天;目标请求=想体验东京年轻人常去的商圈与甜品,被问到来东京/周末行程时回指用户出发地、来东京时间
7,3,用户所在区域=东京池袋附近;同行人数=两人朋友同行;偏好理由=想轻松聊天不赶行程,被问到约会/朋友出行时回指用户所在区域、同行人数
7,4,用户出发地=北海道;来东京目的=第一次来打卡动漫相关;预算倾向=偏省钱优先公共交通与平价餐饮,被问到省钱/交通时回指预算倾向、来东京目的
7,5,用户所在区域=东京上野到秋叶原一带;音乐偏好=喜欢J-POP与摇滚;目标请求=想找有音乐氛围的店或街区,被问到音乐/店铺时回指用户所在区域、音乐偏好
7,6,用户所在区域=东京新宿周边;空闲时段=晚上七点到九点;是否碎片时间=是需要可随时停的安排,被问到夜晚/临时安排时回指空闲时段、是否碎片时间
7,7,用户来东京方式=当天来回;当前状态=行李少只背小包;目标请求=想选不太远的轻松路线,被问到当天来回/路线时回指用户来东京方式、目标请求
7,8,用户所在区域=东京浅草附近;饮食偏好=偏甜口喜欢甜点饮料;禁聊话题=不聊复杂历史与理科话题,被问到吃什么/甜点时回指用户所在区域、饮食偏好
7,9,用户出发地=名古屋;来东京目的=看演出前后顺便逛街;称呼偏好=希望被叫小名或随意称呼,被问到演出/顺路逛时回指来东京目的、出发地
8,0,用户熟悉度=第一次见;称呼偏好=被称呼为同学;音乐偏好=J-POP;禁聊话题=政治、投资,被问到称呼/熟悉度时回指用户熟悉度、称呼偏好
8,1,用户熟悉度=新粉;关注来源=短视频剪辑入坑;音乐偏好=动画歌曲;回复长度偏好=简短要点,被问到入坑/粉丝经历时回指用户熟悉度、关注来源
8,2,用户熟悉度=老粉;追随时长=两年以上;互动频率=经常来;称呼偏好=被称呼为老朋友,被问到熟悉度/相处方式时回指用户熟悉度、互动频率
8,3,用户熟悉度=经常来;常用时段=放学后碎片时间;是否碎片时间=是;回复长度偏好=短句多轮,被问到聊天节奏/回复长度时回指是否碎片时间、回复长度偏好
8,4,用户熟悉度=第一次见;当前情绪=有点紧张;情绪触发=怕打扰对方;目标请求=希望被带着聊音乐,被问到紧张/怎么开聊时回指当前情绪、目标请求
8,5,用户熟悉度=新粉;喜欢的艺人=LiSA、YOASOBI;音乐偏好=Rock;偏好理由=节奏强适合通勤听,被问到音乐口味/歌手推荐时回指音乐偏好、喜欢的艺人
8,6,用户熟悉度=老粉;应援方式=收藏歌单与循环播放;目标请求=想要现场感的歌单顺序;回复长度偏好=中等长度,被问到应援/歌单怎么排时回指应援方式、目标请求
8,7,用户熟悉度=经常来;称呼偏好=不用敬语随意点;禁聊话题=复杂历史、理科实验;聊天偏好=轻松日常加一点音乐术语,被问到聊天风格/用词尺度时回指称呼偏好、聊天偏好
8,8,用户熟悉度=第一次见;设备条件=只有手机耳机;目标请求=想学唱歌气息与咬字;目标进度=零基础,被问到练习条件/从哪开始时回指设备条件、目标进度
8,9,用户熟悉度=新粉;互动关系=想从路人变常驻;目标请求=想要每次来都有小任务;禁聊话题=投资、成人向,被问到常驻/互动玩法时回指互动关系、目标请求
9,0,当前状态=在路上步行中;是否碎片时间=是;回复长度偏好=短句要点;目标请求=不打扰地聊几句,被问到路上/通勤时回指当前状态、回复长度偏好
9,1,当前状态=公交或地铁上;是否碎片时间=是;回复长度偏好=极短可快速扫读;禁聊话题=需要长篇推理的问题,被问到通勤/消息长度时回指当前状态、回复长度偏好
9,2,当前状态=睡前准备入睡;是否碎片时间=是;回复长度偏好=轻声简短;目标请求=想要放松不兴奋,被问到睡前/氛围时回指当前状态、回复长度偏好
9,3,当前状态=躺床刷手机将睡;作息时间=23点前后入睡;回复长度偏好=两到三句收尾;情绪触发=过于激烈的话题会清醒,被问到作息/睡前时回指当前状态、作息时间
9,4,当前状态=上课偷看手机;是否碎片时间=是;回复长度偏好=一句话以内;目标请求=避免引人注意,被问到上课/回复长度时回指当前状态、回复长度偏好
9,5,当前状态=课堂间隙快速查看;空闲时段=每次不超过1分钟;回复长度偏好=只给结论或选择题;禁聊话题=需要连续多轮的长任务,被问到空闲/节奏时回指空闲时段、回复长度偏好
9,6,当前状态=打工休息中;是否碎片时间=是;空闲时段=5到10分钟;回复长度偏好=短段落可中断;目标请求=适合随时暂停续聊,被问到打工/时间安排时回指当前状态、空闲时段
9,7,当前状态=打工后半段很累;当前情绪=疲惫想回血;回复长度偏好=温和简短;情绪触发=催促式提问会增加压力,被问到疲惫/聊天方式时回指当前情绪、回复长度偏好
9,8,当前状态=路上戴耳机听歌;音乐偏好=J-POP或摇滚或动画歌;回复长度偏好=先问一个小问题再给建议;目标请求=边走边聊不影响安全,被问到听歌/推荐时回指当前状态、音乐偏好
9,9,当前状态=睡前想听歌助眠;音乐偏好=慢节奏人声为主;回复长度偏好=给1到3首清单;禁聊话题=需要立刻做决定的严肃事项,被问到助眠/歌单时回指当前状态、音乐偏好
10,0,用户身份=同校学生;音乐偏好=更喜欢翻唱;偏好理由=觉得翻唱更稳更容易出彩;禁聊话题=政治;回复长度偏好=简短,被问到原创/翻唱时回指音乐偏好、偏好理由
10,1,用户身份=听众型社团旁听者;音乐偏好=倾向经典老歌翻唱;偏好理由=熟悉旋律更有共鸣;当前情绪=轻松聊天;称呼偏好=随意就好,被问到选曲/翻唱时回指音乐偏好、偏好理由
10,2,用户身份=吉他入门者;目标请求=想先学会模仿再谈创作;偏好理由=原创太难容易半途而废;空闲时段=晚饭后30分钟;是否碎片时间=是,被问到练习路线/创作时回指目标请求、空闲时段
10,3,用户身份=K歌常客;音乐偏好=更爱唱动画歌曲翻唱;偏好理由=高燃段落更带气氛;情绪触发=被要求写原创会压力大;回复长度偏好=中等,被问到动画歌/原创时回指音乐偏好、情绪触发
10,4,用户身份=校外路人粉;音乐偏好=更在意舞台表现而非原创;偏好理由=现场感染力比作品归属更重要;禁聊话题=投资;回复长度偏好=短,被问到舞台/原创价值时回指音乐偏好、偏好理由
10,5,用户身份=乐队观众;观点冲突点=认为编曲比写词更重要;偏好理由=旋律和节奏决定第一印象;音乐偏好=偏摇滚;当前情绪=理性讨论,被问到作词/编曲时回指观点冲突点、偏好理由
10,6,用户身份=社交媒体听歌党;观点冲突点=认为热门翻唱更能证明实力;偏好理由=数据反馈更直观;禁聊话题=复杂历史;回复长度偏好=要点式,被问到实力评判/翻唱时回指观点冲突点、偏好理由
10,7,用户身份=音乐课学生;音乐偏好=更喜欢稳定不跑调的演唱;偏好理由=技术比个性更可靠;情绪触发=跑调话题会尴尬;称呼偏好=叫同学即可,被问到唱功/风格时回指音乐偏好、情绪触发
10,8,用户身份=活动策划帮手;观点冲突点=认为社团演出应选大众熟歌;偏好理由=更容易带动全场合唱;目标请求=想要可执行的选歌标准;回复长度偏好=清单,被问到校园舞台/选歌时回指观点冲突点、目标请求
10,9,用户身份=通学路上听歌的人;音乐偏好=更爱轻松甜歌翻唱;偏好理由=通勤时不想听太多情绪起伏;通勤方式=地铁加步行;是否碎片时间=是,被问到通勤歌单/翻唱时回指音乐偏好、通勤方式
11,0,用户身份=同校学生;称呼偏好=直接叫名字不加敬语;目标请求=测试记忆纠错能力;回复长度偏好=简短两三句,被问到称呼/交流风格时回指称呼偏好、回复长度偏好
11,1,用户身份=轻音部新成员;当前状态=故意把排练时间说错来试探;目标请求=希望被温和纠正并给出原细节;禁聊话题=政治,被问到排练/时间表时回指当前状态、目标请求
11,2,音乐偏好=动画歌曲为主;偏好理由=学习副歌旋律方便;目标请求=故意把喜欢曲风说成古典来试探;回复长度偏好=要点式,被问到音乐类型/推荐方向时回指音乐偏好、偏好理由
11,3,通勤方式=步行加地铁;通勤时长=约三十分钟;当前状态=故意把对方面包店名字说错来试探;目标请求=希望纠正时附带正确名词,被问到通学/路线细节时回指通勤方式、通勤时长
11,4,作息时间=晚间十点后易困;碎片时间=放学路上可断续回复;目标请求=测试记忆时会把就寝时间提前一小时说错;回复长度偏好=短句分点,被问到作息/回复节奏时回指作息时间、碎片时间
11,5,禁聊话题=投资;禁聊话题补充=复杂历史;目标请求=会故意把对方不感兴趣说成很擅长来试探;当前情绪=平静好奇,被问到禁聊范围/话题选择时回指禁聊话题、禁聊话题补充
11,6,目标请求=测试记忆中的人物关系纠错;当前状态=故意把同行回家的人名说错来试探;称呼偏好=可用绰号但不要太中二;回复长度偏好=一句纠正一句补充,被问到人物/同伴称呼时回指当前状态、称呼偏好
11,7,校园氛围偏好=轻松活跃的社团聊天;情绪触发=被当众纠错会尴尬;目标请求=希望私下式温柔纠正并回指原句细节;回复长度偏好=不超过四句,被问到纠错方式/表达语气时回指情绪触发、目标请求
11,8,目标进度=已完成一次错误测试;当前状态=准备进行第二次把早餐内容说错;饮食偏好=甜口饮料和布丁;禁聊话题=编程,被问到早餐/零食时回指当前状态、饮食偏好
11,9,目标请求=持续多轮记忆一致性测试;当前状态=会交替把时间地点乐队职责说错;回复长度偏好=先纠正再给一句依据;是否碎片时间=是,被问到记忆测试/一致性时回指当前状态、回复长度偏好
