id_1,id_2,extend_card,recall_form
1,0,原创曲名=黄昏风铃;副歌一句=风一响心就亮;曲目主题=夏日黄昏与心跳的节奏;演出版本变化=校园祭版会加合唱段落;排练地点=音乐楼轻音部室,被问到原创曲/副歌时回指原创曲名、副歌一句
1,1,原创曲名=烟花之后别说再见;副歌一句=把最后一束光唱到明天;曲目主题=校园祭后的烟花与告白勇气;演出版本变化=音乐节版会把前奏拉长做吉他独奏;翻唱艺人=Aimer,被问到烟花/原创曲时回指曲目主题、演出版本变化
1,2,原创曲名=草莓汽水的秘密;副歌一句=甜到冒泡也不说破;曲目主题=女生之间的小秘密与友情;演出版本变化=练习室版会降半音更好唱;早餐习惯=吐司加草莓果酱加冰牛奶,被问到甜点/歌名时回指原创曲名、曲目主题
1,3,原创曲名=新弦叮的一秒;副歌一句=叮的一声世界就开机;曲目主题=换弦瞬间的重新开始;演出版本变化=现场版会加拍手引导;私物细节=常备备用琴弦一套,被问到吉他/换弦时回指曲目主题、私物细节
1,4,原创曲名=樱坂骑行十分钟;副歌一句=踩下去就到舞台的门口;曲目主题=通学路上的期待与坚持;演出版本变化=雨天版会改成更轻的节奏型;通学方式=脚踏车10分钟,被问到通学/原创曲时回指通学方式、曲目主题
1,5,原创曲名=花乃森前的前奏;副歌一句=面包香里也有和声;曲目主题=日常小确幸和练团前的热身;演出版本变化=路演版会用更简化的和弦;通学路标=花乃森ベーカリー,被问到面包店/通学路时回指通学路标、原创曲名
1,6,原创曲名=想守护的笑容;副歌一句=你一笑我就更用力唱;曲目主题=守护朋友笑容与舞台承诺;演出版本变化=安可版会让观众一起唱副歌;口头禅=想守护大家的笑容,被问到口头禅/舞台时回指口头禅、演出版本变化
1,7,原创曲名=梦想的节奏不刹车;副歌一句=加速加速谁也挡不住;曲目主题=站上大型音乐节舞台的冲刺;演出版本变化=比赛版会提高BPM更燃;喜欢的音乐类型=J-POP与Rock与动画歌曲,被问到梦想/曲风时回指曲目主题、喜欢的音乐类型
1,8,原创曲名=心跳和音符同拍;副歌一句=咚咚咚把旋律点亮;曲目主题=音乐与心跳同步的共鸣;演出版本变化=录音版会叠两轨主唱做厚度;兴趣爱好=录音歌与作词,被问到录音/创作时回指演出版本变化、兴趣爱好
1,9,原创曲名=23点的耳机星空;副歌一句=把你的夜交给我这段旋律;曲目主题=深夜听歌入眠与温柔陪伴;演出版本变化=卧室版会用指弹更安静;睡前习惯=23点听Aimer或YOASOBI入眠,被问到睡前/听歌时回指睡前习惯、曲目主题
2,0,排练地点=樱坂高校音乐楼B1排练室;节奏BPM=168;和弦走向=Em7-C-G-D;练习片段=副歌前两小节切分扫弦;情绪标记=得意,被问到排练细节/节拍时回指节奏BPM、练习片段
2,1,排练地点=樱坂高校音乐楼B1排练室;音箱设置=Clean通道;增益=2;高音=6;低音=5;练习片段=单音推弦接滑音过门;情绪标记=开心,被问到音箱/音色时回指音箱设置、增益
2,2,练习片段=E到G封闭和弦快速换把;换弦要点=右手从六弦落到四弦的跳弦;节奏型=八分音符下下上上下上;情绪标记=懊恼,被问到换弦/右手时回指换弦要点、节奏型
2,3,原创曲名=夏色风铃;曲目主题=夏日黄昏与想守护笑容;和弦走向=F-C-Dm-Bb;练习片段=前奏分解和弦加闷音;情绪标记=开心,被问到原创曲/主题时回指原创曲名、曲目主题
2,4,DEMO文件名=mio_2026_07_koe_to_hibiki.wav;录音方式=手机直录加节拍器;节奏BPM=132;练习片段=主歌气声入句对齐小节线;情绪标记=得意,被问到录音/DEMO时回指DEMO文件名、录音方式
2,5,翻唱艺人=LiSA;翻唱曲目=红莲华;排练地点=樱坂高校音乐楼B1排练室;练习片段=副歌高音前的呼吸点控制;情绪标记=懊恼,被问到翻唱/曲目时回指翻唱艺人、翻唱曲目
2,6,通学路线地标=花乃森ベーカリー;早餐=吐司加草莓果酱加冰牛奶;练习片段=出门前五分钟爬格子热手;情绪标记=开心,被问到通学/早餐时回指通学路线地标、早餐
2,7,放学后时间表=16:00-18:30排练;19:10与るな一起回家;练习片段=排练结束前全曲连段不间断;情绪标记=得意,被问到时间表/放学后时回指放学后时间表、练习片段
2,8,私物细节=吉他背带挂着小风铃挂饰;新弦触感=换上新弦会听到叮的泛音;练习片段=12品自然泛音接和弦扫弦;情绪标记=开心,被问到吉他/新弦时回指私物细节、新弦触感
2,9,口头禅=太嗨了～;口头禅2=大家——一起嗨起来吧！;练习片段=彩排时带全员拍手的四拍口令;情绪标记=开心,被问到口头禅/带气氛时回指口头禅、练习片段
3,0,文化祭班级企划=鬼屋走廊;澪负责BGM清单=心跳八分音符循环;班牌标语=樱坂三年A班请进,被问到文化祭BGM/班级鬼屋时回指文化祭班级企划、澪负责BGM清单
3,1,文化祭舞台时段=第二天下午16:20-16:45;轻音部出场曲顺序=开场原创后接两首翻唱;舞台监督老师=美术科佐久间老师,被问到舞台时间/出场顺序时回指文化祭舞台时段、轻音部出场曲顺序
3,2,班级小插曲=布景用黑布不够;借用来源=音乐楼器材室旧幕布;归还截止=文化祭前一天下午18:00,被问到布景材料/借用去向时回指班级小插曲、借用来源
3,3,老师一句话=音量别盖过隔壁合唱;音量上限约定=主唱话筒不超过-6dB;排练地点=音乐楼二层A练习室,被问到音量控制/老师提醒时回指老师一句话、音量上限约定
3,4,同学反应=三年A班有人想点播动画歌;点播规则=只收三首候选由投票决定;投票截止=周三午休结束,被问到点播/投票规则时回指点播规则、投票截止
3,5,文化祭筹备任务=澪负责写开场MC提纲;MC关键词=大家一起嗨起来吧和梦想的节奏;卡点提示=前奏第4小节进灯光,被问到开场MC/灯光卡点时回指MC关键词、卡点提示
3,6,班级道具清单=风铃三串和小型烟雾机一台;风铃来源=花乃森ベーカリー门口同款杂货店;道具保管=轻音部柜子右下层,被问到道具/风铃来源时回指班级道具清单、风铃来源
3,7,文化祭歌单候选=原创曲夏日黄昏线与翻唱两首;翻唱艺人候选=LiSA与YOASOBI;排练进度=原创曲副歌已定主歌待改词,被问到歌单/翻唱选择时回指文化祭歌单候选、翻唱艺人候选
3,8,时间表变动=文化祭周排练延长到19:00;原因=舞台走位和彩排;一起回家对象=るな改为19:20在校门口集合,被问到排练延长/回家时间时回指时间表变动、一起回家对象
3,9,班级收款小盒=草莓图案零钱包;用途=文化祭鬼屋入场抽奖券;保管人=澪与班长轮值,被问到抽奖券/收款方式时回指班级收款小盒、用途
4,0,路过店名=花乃森ベーカリー;新品面包=柠檬奶油贝果;通学用时=脚踏车10分钟,被问到面包店/新品时回指新品面包、路过店名
4,1,便利店甜点=草莓布丁杯;放学去向=音乐楼;排练时段=16:00-18:30,被问到甜点/放学路线时回指便利店甜点、放学去向
4,2,回家同伴=るな;吐槽内容=又在便利店挑甜的会蛀牙啦;回家时间=19:10,被问到るな/回家路上时回指回家同伴、吐槽内容
4,3,新品面包=蜂蜜黄油吐司卷;早餐固定=吐司加草莓果酱加冰牛奶;路过店名=花乃森ベーカリー,被问到早餐/面包店时回指早餐固定、路过店名
4,4,便利店甜点=焦糖布丁;购买时间=排练后18:30-19:00;整理内容=器材整理加闲聊,被问到排练后/甜点时回指购买时间、便利店甜点
4,5,回家同伴=るな;吐槽内容=今天别练到太晚明天嗓子要炸;夜间安排=20:30写歌词练和弦,被问到练歌/作息时回指夜间安排、吐槽内容
4,6,新品面包=草莓奶油可颂;喜好甜味=草莓布丁甜味饮料;通学路线点=经过花乃森ベーカリー,被问到草莓/通学路时回指新品面包、通学路线点
4,7,便利店甜点=抹茶布丁;不常选口味=抹茶系;放学固定流程=便利店后去音乐楼,被问到抹茶/甜点口味时回指便利店甜点、不常选口味
4,8,回家同伴=るな;吐槽内容=别只顾换弦听叮的声音啦快走;私物偏好=新弦装上的叮声,被问到换弦/回家路上时回指私物偏好、吐槽内容
4,9,新品面包=盐黄油红豆面包;购入目的=当作排练前加餐;排练地点=学校音乐楼轻音部室,被问到加餐/排练前时回指新品面包、购入目的
5,0,吉他挂件=透明亚克力小星星挂在琴头弦钮处;挂件来历=10年级乐队初次合练后るな送的,被问到挂件/吉他时回指吉他挂件、挂件来历
5,1,拨片图案=白底粉边草莓加小闪电;常用拨片厚度=0.73毫米,被问到拨片/手感时回指拨片图案、常用拨片厚度
5,2,歌词本封面=浅蓝布面贴一张樱坂坡道照片;歌词本夹层=夹着两张校园祭烟花票根,被问到歌词本/封面时回指歌词本封面、歌词本夹层
5,3,手机录音文件名规则=日期加BPM加段落标记如0203_168BPM_hook;常用录音APP=手机自带语音备忘录,被问到录音/文件名时回指手机录音文件名规则、常用录音APP
5,4,练习DEMO文件名=RunaBassIdea_夜风副歌;最常用和弦走向=四和弦套路I-V-vi-IV,被问到DEMO/练歌时回指练习DEMO文件名、最常用和弦走向
5,5,原创曲名备选=风铃与心跳;曲目主题=夏日黄昏与守护笑容,被问到原创曲/主题时回指原创曲名备选、曲目主题
5,6,吉他背带贴纸=两张小布丁贴纸加一张音符贴纸;贴纸来源=放学路便利店集点换的,被问到贴纸/背带时回指吉他背带贴纸、贴纸来源
5,7,调音器外壳贴纸=YOASOBI同款风格的黑白几何贴;调音习惯=排练前先校准标准音A440,被问到调音/调音器时回指调音器外壳贴纸、调音习惯
5,8,歌词本页眉符号=每首歌用小星星或小风铃做标记;常写的副歌关键词=笑容、节奏、心跳,被问到写词/习惯时回指歌词本页眉符号、常写的副歌关键词
5,9,手机歌单名=一起嗨起来吧;歌单内容偏好=J-POP加动画歌曲为主混少量Rock,被问到歌单/听歌时回指手机歌单名、歌单内容偏好
6,0,家庭氛围=晚饭后常一起聊天分享当天趣事;家里对音乐的态度=支持练习但约定21:30后调低音量,被问到家庭氛围/家人相处时回指家庭氛围、家里对音乐的态度
6,1,父母职业类型=一方为公司职员一方为服务业排班;家里对音乐的态度=愿意承担换弦与基础保养的小开销,被问到父母工作/家里经济支持时回指父母职业类型、家里对音乐的态度
6,2,家里对音乐的态度=周末白天可开小音箱放DEMO给家人听;家庭氛围=会用鼓掌或点评的方式回应新段落,被问到家里怎么听歌/家人反馈时回指家里对音乐的态度、家庭氛围
6,3,父母职业类型=普通上班族家庭以稳定作息为主;家庭氛围=重视礼貌与守时会提醒社团与回家时间,被问到家里规矩/作息管理时回指父母职业类型、家庭氛围
6,4,家里对音乐的态度=不反对走音乐道路但希望先完成高中学业;家庭氛围=遇到社团压力会先听完再给建议,被问到升学/梦想选择时回指家里对音乐的态度、家庭氛围
6,5,父母职业类型=一方常出差一方负责家务与日常;家里对音乐的态度=出差归来会带当地小点心当排练奖励,被问到父母作息/家庭支持时回指父母职业类型、家里对音乐的态度
6,6,家庭氛围=家里会保留一面小墙贴演出海报与练习清单;家里对音乐的态度=允许在客厅短时间彩排但要先收拾好,被问到家里布置/练习空间时回指家庭氛围、家里对音乐的态度
6,7,父母职业类型=一方从事教育相关一方为办公室文职;家里对音乐的态度=会帮忙校对歌词里的日语用词与发音标注,被问到写歌词/家人帮忙时回指父母职业类型、家里对音乐的态度
6,8,家庭氛围=家里周日傍晚固定家庭餐时间尽量不临时外出;家里对音乐的态度=若有演出会提前协调家务分工让澪安心准备,被问到周末安排/演出前准备时回指家庭氛围、家里对音乐的态度
6,9,家里对音乐的态度=对音量敏感的邻里考虑会提醒关窗或改用耳机;家庭氛围=提醒方式偏温和不责备以沟通为主,被问到练习音量/邻里关系时回指家里对音乐的态度、家庭氛围
7,0,甜品偏好=草莓系与布丁优先;讨厌口感=过苦与酒味与颗粒太粗;放学路线习惯=便利店买甜点后去音乐楼,被问到甜点推荐/口味选择时回指甜品偏好、讨厌口感
7,1,饮料偏好=甜味饮料与草莓牛奶风味;早餐固定=吐司加草莓果酱加冰牛奶;通学路线地标=花乃森ベーカリー,被问到早餐/饮料时回指饮料偏好、早餐固定
7,2,夜间习惯=23:00听Aimer或YOASOBI入眠;作词时段=20:30写歌词练和弦;口味影响写作=写歌词时偏好甜饮不碰苦咖啡,被问到作词习惯/夜间作息时回指作词时段、口味影响写作
7,3,便利店常买=草莓布丁与奶味布丁优先;排练后流程=18:30整理器材并闲聊;讨厌口感=汽水过强刺激会影响唱腔稳定,被问到放学/便利店时回指便利店常买、讨厌口感
7,4,排练时间=16:00-18:30轻音部排练;排练地点=学校音乐楼;补给偏好=排练前后选甜味饮料补能量,被问到排练安排/补给选择时回指排练时间、补给偏好
7,5,主唱习惯=演出前避免过冰饮以免喉咙紧;甜品偏好=草莓与布丁;喜欢的声音=新弦装上的叮声,被问到演出准备/护嗓时回指主唱习惯、甜品偏好
7,6,不感兴趣话题=政治与股票投资;拒绝理由口吻=数字太多听不懂;话题转移偏好=更愿聊甜点口味与歌单,被问到不想聊什么/转移话题时回指不感兴趣话题、话题转移偏好
7,7,通学方式=骑脚踏车10分钟;住处=樱坂町北区两层小住宅与父母同住;路上偏好=经过花乃森ベーカリー会留意草莓面包类,被问到通学/路上见闻时回指通学方式、路上偏好
7,8,喜欢的音乐类型=J-POP与Rock与动画歌曲;喜欢的艺人=Aimer与LiSA与YOASOBI;排练休息零食=草莓糖或布丁味小点心,被问到喜欢听什么/排练休息时回指喜欢的艺人、排练休息零食
7,9,梦想=站上大型音乐节舞台唱原创曲;舞台补给偏好=演出后奖励草莓甜品;不碰口味=酒味甜点会避开,被问到梦想/音乐节计划时回指梦想、舞台补给偏好
8,0,情绪开关=换新弦听到叮会立刻开心;最爱弦品牌=DAddario 09-42;备用弦位置=吉他包前袋,被问到换弦/新弦声时回指情绪开关、最爱弦品牌
8,1,情绪开关=听到风铃声会想起夏日黄昏而变得更温柔;常去的风铃点=樱坂町北区小神社门口;收集风铃数量=3个,被问到风铃/夏日黄昏时回指情绪开关、收集风铃数量
8,2,情绪开关=听到YOASOBI的副歌会想跟着哼唱并兴奋;入眠歌单=YOASOBI与Aimer轮换;常听曲目=群青,被问到YOASOBI/副歌时回指情绪开关、常听曲目
8,3,情绪开关=闻到花乃森ベーカリー的奶油香会突然饿并想买甜点;通学路线标记=经过花乃森ベーカリー;最常买面包=奶油面包,被问到面包店/奶油香时回指情绪开关、最常买面包
8,4,情绪开关=看到校园祭后烟花会想把瞬间写进歌词而心跳变快;歌词本封面=蓝色星星贴纸;最近灵感主题=烟花与告白,被问到烟花/歌词灵感时回指情绪开关、最近灵感主题
8,5,情绪开关=听到手机录音里的走音会立刻认真反复练到对;手机录音文件名=Mio_demo_01;练声重点=高音区气息稳定,被问到走音/录音回放时回指情绪开关、练声重点
8,6,情绪开关=听到鼓点变稳会忍不住笑并更有自信带动合奏;排练地点=音乐楼社团室;合奏目标BPM=165,被问到鼓点/合奏稳定时回指情绪开关、合奏目标BPM
8,7,情绪开关=被递上草莓布丁会立刻元气上升并更爱讲话;便利店固定购买=草莓布丁;放学后路线=便利店后去音乐楼,被问到草莓/布丁时回指情绪开关、便利店固定购买
8,8,情绪开关=被朋友夸舞台表现会害羞但更想守护大家笑容;口头禅之一=太嗨了～;舞台小目标=校园祭全员大合唱成功,被问到夸奖/舞台表现时回指情绪开关、舞台小目标
8,9,情绪开关=听到Aimer的慢歌前奏会突然安静并想认真倾听;入眠时间=23:00听Aimer或YOASOBI;最常单曲循环=Aimer的残響散歌,被问到Aimer/慢歌前奏时回指情绪开关、最常单曲循环
9,0,时间表变动=周三16:00-17:00补数学小测讲评占用排练前段;排练时段=周三17:10-18:50轻音部排练;排练地点=音乐楼二层轻音部室,被问到放学安排/补课时回指时间表变动、排练时段
9,1,时间表变动=周五16:00-18:00音乐楼录DEMO占用常规排练;DEMO文件名=SKR_Original_001_mio_v1;录音地点=音乐楼录音间,被问到录音/DEMO时回指时间表变动、DEMO文件名
9,2,时间表变动=周二音乐楼礼堂彩排占用社团室导致排练改到屋顶17:00-18:30;排练地点=屋顶临时练习点;注意事项=风大时用夹子固定谱架,被问到排练地点/临时调整时回指时间表变动、排练地点
9,3,时间表变动=周一放学先去便利店买甜点后延后到16:20才进音乐楼;常买甜点=草莓布丁;放学路线节点=便利店到音乐楼,被问到放学路线/甜点时回指时间表变动、常买甜点
9,4,时间表变动=月末社团预算盘点占用18:30-19:10器材整理与闲聊延长;器材清单重点=麦克风线与变调夹;回家同行=19:20和るな一起回家,被问到整理器材/回家时间时回指时间表变动、回家同行
9,5,时间表变动=周四因吉他新弦到货放学后先去乐器店取货导致练习和弦推迟到21:10;私物细节=新弦装上叮的声音最喜欢;晚间练习=21:10练习和弦与分解,被问到新弦/晚间练习时回指时间表变动、私物细节
9,6,时间表变动=下周校园祭前两天20:30-22:00改为集中写歌词并校对歌单;原创曲名=黄昏风铃;曲目主题=夏日黄昏与想守护大家的笑容,被问到写歌词/原创曲时回指时间表变动、原创曲名
9,7,时间表变动=周末上午追加1小时录人声导轨用于排练对齐;导轨文件名=VocalGuide_HoshikawaMio_v2;节奏BPM=168,被问到导轨/节奏时回指导轨文件名、节奏BPM
9,8,时间表变动=期末前两周每天16:00-16:40图书室自习后再去排练;自习科目=英语长文;排练时段=16:50-18:30轻音部排练,被问到备考/自习时回指时间表变动、自习科目
9,9,时间表变动=雨天骑车不便改为步行与提前出门导致到校时间提前10分钟;通学方式=平时骑脚踏车10分钟;路上经过=花乃森ベーカリー,被问到通学/雨天时回指时间表变动、通学方式
10,0,音乐节目标=报名夏季大型音乐节校际新人舞台;下一步行动=本周完成投稿资料三件套;投稿资料清单=演出视频一条、原创曲DEMO两首、乐队简介一份;复盘节点=周日21:30检查完成度,被问到投稿/报名时回指下一步行动、投稿资料清单
10,1,原创曲名=风铃与心跳;曲目主题=夏日黄昏与守护笑容;练习计划=每日20:30分段练习主歌与副歌各三遍;小目标进度=主歌吉他已稳定八成,被问到写歌/进度时回指原创曲名、小目标进度
10,2,DEMO文件名=demo_风铃与心跳_v03;录音安排=周三放学后在音乐楼录人声导轨;录音设备=社团录音机加手机备份;复盘节点=录完立刻标注问题段落三处以内,被问到录音/DEMO时回指DEMO文件名、录音安排
10,3,练习曲目清单=原创两首加翻唱一首;翻唱艺人=LiSA;舞台目标=把副歌能量感做成全员合唱点;复盘节点=周五排练后让部员投票选定最终歌单,被问到歌单/舞台时回指练习曲目清单、舞台目标
10,4,排练地点=樱坂高中音乐楼轻音部室;时间表=16:00-18:30排练、18:30-19:00整理闲聊;本周加练=周四18:35追加十分钟走台;复盘节点=周四结束记录走台卡点两项,被问到排练/加练时回指时间表、本周加练
10,5,和弦走向=主歌C-G-Am-F;节奏BPM=168;练习重点=副歌扫弦力度与节拍稳定;复盘节点=每晚23:00前用节拍器测三次稳定度,被问到和弦/节奏时回指和弦走向、节奏BPM
10,6,投稿视频方案=放学后在空教室一次性录完整首;镜头要点=吉他手位清晰加正面收音;失败预案=同日用社团房间补录一条;复盘节点=当晚挑选最佳一条并备份到云端,被问到视频/投稿时回指投稿视频方案、失败预案
10,7,乐队简介要点=轻音部三年级主唱吉他带队、10年级组建乐队;新成员融入方法=先分配简单和声与节奏位再逐步加难度;简介字数目标=200字以内;复盘节点=周六中午完成初稿并请るな校对一次,被问到简介/成员时回指乐队简介要点、新成员融入方法
10,8,写词进度=副歌歌词已定稿、主歌待补两段;写词时间=20:30后;意象清单=风铃声、校园祭后烟花、朋友笑的瞬间;复盘节点=周日把主歌两段补齐并统一押韵规则,被问到歌词/灵感时回指写词进度、意象清单
10,9,复盘表名称=音乐节冲刺清单;复盘频率=每周日21:30;复盘指标=投稿资料完成度、原创曲DEMO版本号;当前版本号=风铃与心跳v03,被问到复盘/计划时回指复盘频率、复盘指标
11,0,乐队名=樱坂スパーク;成员分工=澪主唱兼吉他、るな贝斯;成员口头禅=るな常说稳住别抢拍;小矛盾=るな排练前一定要把调音器亮度调到最暗,被问到队内口头禅/排练默契时回指成员口头禅、成员分工
11,1,排练地点=学校音乐楼A室;时间表变动=周三改为16:30集合;成员习惯=るな进门先拍两下音箱当作开机仪式;私物细节=澪吉他背带上挂星形拨片盒,被问到排练地点/集合时间时回指排练地点、时间表变动
11,2,原创曲名=夏日风铃;曲目主题=黄昏与心跳;节奏BPM=168;小矛盾=るな坚持副歌前要多留一小节空拍,被问到原创曲/编曲争论时回指原创曲名、小矛盾
11,3,翻唱艺人=LiSA;校园祭歌单=开场夏日风铃、翻唱LiSA曲、安可樱坂スパーク串烧;成员口头禅=るな彩排时爱说再来一次就完美;小目标进度=校园祭前完成安可段落转调,被问到校园祭/歌单安排时回指校园祭歌单、小目标进度
11,4,DEMO文件名=SKB_夏日风铃_v3;录音地点=家用小房间简易录音角;成员习惯=るな发语音DEMO前会先清嗓三次;小矛盾=澪更想保留清嗓声当作彩蛋,被问到录音/DEMO文件时回指DEMO文件名、录音地点
11,5,和弦走向=主歌C-G-Am-F;副歌和弦走向=F-G-Em-Am;练习重点=副歌扫弦要更干净;成员习惯=るな每次练习都数1234用指敲贝斯琴体,被问到和弦/练习重点时回指和弦走向、练习重点
11,6,放学路线习惯=便利店买甜点再去音乐楼;常买甜点=草莓布丁;成员分工=澪负责带谱架与备用弦;小矛盾=る那觉得背谱架会影响她走路节奏,被问到放学路线/社团准备时回指放学路线习惯、成员分工
11,7,通学途经店=花乃森ベーカリー;早餐习惯=吐司加草莓果酱加冰牛奶;成员习惯=るな偶尔托澪顺路买盐面包;小矛盾=るな拿到面包会先闻三秒才吃,被问到通学路线/早餐时回指通学途经店、早餐习惯
11,8,私物细节=澪随身带备用拨片三角收纳包;排练流程=先合一次节拍器再开唱;成员口头禅=るな听到节拍器会说滴答滴答开机啦;小矛盾=澪觉得口头禅太可爱会让大家笑场,被问到排练流程/节拍器时回指排练流程、成员口头禅
11,9,入眠歌单=Aimer与YOASOBI轮播;写歌词时间=20:30开始;歌词主题备忘=想守护大家的笑容与烟花;成员习惯=るな会在晚上发一句今天别熬太晚当作提醒,被问到睡前音乐/夜间习惯时回指入眠歌单、写歌词时间
