id_1,id_2,extend_card
10,7,我看动画歌会比普通流行更容易起鸡皮疙瘩，但我不太记歌名只记名场面；同时我记性一般，麻烦你后面5-10轮回指“我记场面不记歌名+我吃动画歌”别老让我背一堆标题
10,8,我不太能接受太甜腻的“土味情歌词”，会觉得尴尬想跳过；我更喜欢有画面感但别太直白的表达——这两条你5-10轮后要记得用来回指，不要突然给我整那种直球告白式歌词分析
10,9,我晚上十点后基本只想听轻一点的歌，不然会越听越清醒；而且我明天一早有事得早起，所以你在5-10轮后回提“我十点后要收心+我明早要早起”，推荐就别往太炸的方向走
11,0,我这人就爱“反向考记忆”哈哈：等会儿我可能会故意把你刚说的一个细节讲错（比如时间顺序或某个名词），你5-10轮后要温柔纠正我并把正确点回指出来；顺便我偏好你叫我小岚，别用太正式敬语
11,1,我现在在地铁上打字，回复希望短一点但别敷衍：每次3-5句就行；而且我会在5-10轮后故意说“我不吃甜的”来试探你记没记住——其实我超爱布丁和草莓味饮料，你到时候要点出来
11,2,我耳机党，今天在循环Aimer和YOASOBI，喜欢那种情绪起伏大的副歌；但我会在后面装作“我只听纯音乐不听人声”来钓你，你5-10轮后记得回指我其实更吃有主唱的歌
11,3,我有个小习惯：聊天里我会把人名/称呼故意写错一个字看你会不会纠正；5-10轮后如果我把你昵称喊成“Mia”之类的，你要轻轻提醒正确叫法，同时记住我更喜欢被叫“小岚”不喜欢被直呼全名
11,4,我现在有点emo但不想被追问原因，想用音乐转移注意力；5-10轮后我可能嘴硬说“我一点都不在意”，你要回指我其实想要被安慰但方式要轻、别上价值
11,5,我作息很乱：今晚23点前会困到眼皮打架，但又想在睡前听两首歌再收手机；5-10轮后如果我说“我从不熬夜精神得很”，你要用我前面讲的困点来温和拆穿并建议我别聊太长
11,6,我对术语半懂不懂：可以讲一点点音乐词（比如副歌、和弦这种）但别一上来就一堆专业名词；5-10轮后我可能会装懂乱用词，你要回指我其实是“想学但怕丢脸”，纠正时别嘲笑
11,7,我不太能吃辣，喉咙一刺激就容易咳，所以点餐/零食推荐请避开辣味和太干的；但我会在5-10轮后故意说“我超能吃辣”，你要记得回指我真实情况并顺便推荐更温和的口味
11,8,我手机电量只剩12%，所以我更想要你给“可直接照做”的简短选项而不是长篇大论；5-10轮后如果我突然要你写超长清单，你要回指我电量焦虑这个限制并帮我压缩到3个以内
11,9,我有点怕尴尬：如果聊到我不懂的领域（比如理科实验那种）我会用“哇好厉害”糊弄过去；5-10轮后我可能会假装自己很懂，你要回指我其实是在转移话题，并把话题拉回音乐/日常这类我更放松的方向
